timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1776027044244,0.004392,-0.013176,0.95404,-0.00135375,-0.000920579,-0.00435962,-6.4316,6.0676,2.9372
1776027044304,0.002928,-0.011712,0.954528,-0.000730401,0.00119699,-0.00278486,-11.4257,10.7593,5.42136
1776027044363,0.004636,-0.011956,0.95404,0.000783372,0.00177747,-0.000635957,-15.4265,14.7422,7.60469
1776027044423,0.004392,-0.012932,0.954528,0.000770206,0.000546396,-0.00242706,-18.4312,17.8838,9.49415
1776027044482,0.002928,-0.0122,0.954528,0.000757261,0.000837512,-0.00118508,-21.0702,20.341,10.7789
1776027044541,0.004148,-0.012444,0.955992,-0.00225846,0.00172433,-0.00236636,-23.0526,22.2396,11.8543
1776027044550,0.005856,-0.0122,0.953796,-0.0028211,0.000494152,-0.00202629,-24.6384,23.7585,12.7147
1776027044609,0.005124,-0.011956,0.95404,-0.000371292,0.00318854,-0.00439463,-25.9744,24.996,13.1593
1776027044669,0.004148,-0.011956,0.954284,0.00173704,0.00133315,-0.00161807,-27.0039,26.0756,13.5823
1776027044728,0.004148,-0.012444,0.95648,0.00170785,0.00221165,-0.00309237,-27.8835,26.9505,13.8814
1776027044787,0.003172,-0.011468,0.954284,-0.00132385,0.000372678,-0.003641,-28.4976,27.7344,14.1739
1776027044847,0.00366,-0.013176,0.955504,-0.00340369,-0.000234187,-0.00117741,-28.9217,28.1263,14.2399
1776027044906,0.005612,-0.011956,0.954284,0.000557402,0.000670649,-0.00175822,-29.2273,28.4566,14.5028
1776027044965,0.00488,-0.01342,0.955016,-0.000953463,0.00125998,-0.000227176,-29.5671,28.7881,14.377
1776027044974,0.002928,-0.011956,0.95404,-0.000336839,0.000638202,-0.000223358,-29.8389,29.0533,14.2764
1776027045033,0.004148,-0.0122,0.95404,-0.000931777,-0.000573725,-0.000519904,-30.1571,29.1982,14.4283
1776027045093,0.003904,-0.01342,0.951844,-0.000315518,3.65153e-05,-0.000811465,-30.4229,29.4206,14.7123
1776027045152,0.004392,-0.011224,0.953796,0.00209218,0.000636503,-0.00109813,-30.4227,29.6601,14.7546
1776027045212,0.005124,-0.012932,0.954772,-0.00154658,-0.00117599,-0.000779371,-30.529,29.9861,14.8781
1776027045271,0.00244,-0.011468,0.95404,0.00118211,-0.00145653,-0.00196747,-30.7428,30.1124,14.9237
1776027045331,0.004392,-0.012444,0.954284,-0.000939851,6.94543e-05,-0.0022347,-30.841,30.3256,15.2989
1776027045340,0.003904,-0.012932,0.953064,0.00358044,-0.000832617,-0.00129625,-30.8412,30.524,15.5991
1776027045400,0.004636,-0.011956,0.953796,0.00171846,0.00188407,-0.00277596,-30.8022,30.6604,15.5789
1776027045459,0.003172,-0.012444,0.95282,-0.00131341,-0.000549987,-0.0018284,-30.9109,30.6743,15.5907
1776027045519,0.004636,-0.0122,0.95526,0.000210159,-0.00114134,-0.00239827,-30.9363,30.7975,15.5442
1776027045579,0.003416,-0.012444,0.954772,-0.00129487,-0.000521556,-0.00265827,-31.1359,30.8344,15.7002
1776027045588,0.003904,-0.0122,0.956968,0.00293108,-0.00111339,-0.00141239,-31.0995,30.8415,15.6009
1776027045597,0.006344,-0.013176,0.955016,0.000779727,0.000406817,-0.00138865,-31.0704,30.8472,15.5215
1776027045658,0.002928,-0.0122,0.955504,0.00106692,0.000399977,-0.00166561,-30.9407,30.8742,15.458
1776027045717,0.003416,-0.012444,0.954772,0.000448391,0.00159445,-0.00283882,-31.0834,30.8285,15.5724
1776027045777,0.004148,-0.011956,0.954284,-0.00256214,-0.000534438,-0.00339171,-31.1919,30.7696,15.7535
1776027045837,0.004148,-0.011468,0.954284,-0.000717281,-0.000225157,-0.000632009,-31.1443,30.8513,15.708
1776027045846,0.00488,-0.012932,0.954528,-0.00160612,-0.000221372,-0.000921686,-31.1063,30.9166,15.6716
1776027045855,0.00366,-0.012444,0.954528,-0.000678232,0.000382945,-0.00180709,-31.0758,30.9689,15.6425
1776027045915,0.004148,-0.0122,0.954772,-6.62347e-05,-0.00112499,-0.00177672,-31.2306,30.8315,15.79
1776027045975,0.005124,-0.012444,0.952576,-0.00036542,-0.000205182,-0.00174686,-31.0745,30.7832,15.8044
