timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1777909162934,-0.250344,0.55144,0.827648,0.0659734,0.120035,-0.0925461,-2.786,8.9908,2.3744
1777909162994,-0.21594,0.543388,0.793488,-0.0360359,0.132432,0.0735733,-4.7572,15.9202,3.83992
1777909163053,-0.239364,0.556564,0.838628,-0.0751313,0.0820356,0.0421138,-6.32296,21.6206,5.03194
1777909163062,-0.235948,0.561688,0.84058,-0.0606554,0.0728491,0.0552197,-7.57557,26.1809,5.98555
1777909163088,-0.231068,0.552904,0.834968,0.0397631,0.114868,0.0473848,-8.57765,29.9019,6.93604
1777909163097,-0.240584,0.55876,0.837408,0.0426984,0.140565,0.0195615,-9.49692,32.8787,7.69643
1777909163105,-0.254736,0.575352,0.843996,0.0605993,0.160425,-0.000286744,-10.2323,35.2602,8.30474
1777909163114,-0.2684,0.591456,0.848632,0.0748961,0.167938,-0.00208372,-10.8207,37.1653,8.7914
1777909163140,-0.276696,0.612928,0.848876,-0.00203808,0.123074,0.0790321,-11.2913,38.7175,8.98472
1777909163200,-0.254248,0.608048,0.849364,0.0981438,0.084895,0.218309,-11.5447,39.864,9.18697
1777909163259,-0.221064,0.593896,0.856928,0.274989,0.156977,0.201816,-11.7305,41.1508,9.21718
1777909163319,-0.256932,0.630252,0.784216,0.390443,0.206457,0.0753669,-11.8064,42.3034,9.49054
1777909163396,-0.214964,0.627568,0.808372,0.421292,0.191186,0.0793375,-11.9007,43.4943,9.18003
1777909163455,-0.20984,0.651724,0.799832,0.420986,0.188131,0.239995,-12.0434,44.7999,8.77203
1777909163514,-0.224968,0.660996,0.772504,0.36387,0.00700969,0.209757,-12.0903,45.9507,8.52682
1777909163574,-0.20374,0.671732,0.765916,0.508951,0.151174,0.318797,-12.0159,47.0058,8.09266
1777909163633,-0.180316,0.716628,0.72224,0.458249,-0.0751517,0.445551,-11.8667,47.973,7.54933
1777909163710,-0.108092,0.70516,0.682956,0.61066,-0.0467464,0.315742,-11.4729,49.5252,7.27146
1777909163769,-0.093452,0.752984,0.609756,0.642119,-0.0983646,0.449216,-10.906,50.935,6.89517
1777909163829,-0.039772,0.76616,0.580964,0.50834,-0.369589,0.31788,-10.5084,52.4436,6.26653
1777909163890,-0.047824,0.751032,0.549,0.777731,0.211344,0.254961,-9.99989,53.9193,5.58443
1777909163950,-0.053924,0.820328,0.492636,0.550184,-0.136544,0.160888,-9.28511,55.251,4.68874
1777909164026,-0.01708,0.749812,0.471408,0.168699,-0.333548,0.24366,-8.38849,56.574,4.12619
1777909164086,-0.02318,0.891088,0.489708,0.398384,0.128877,0.0713963,-7.66559,57.8396,3.63135
1777909164145,0.083204,0.867664,0.491172,0.260939,-0.326217,0.254045,-6.75687,59.1265,2.73148
1777909164204,0.0671,0.849364,0.4331,0.434425,-0.0953102,0.211895,-5.7779,60.3352,2.03959
1777909164263,0.046116,0.874252,0.396988,0.296064,-0.270629,0.179825,-4.89952,61.375,1.40487
1777909164340,0.11712,0.847168,0.379176,0.306143,-0.249248,0.0842245,-3.82722,62.358,1.0007
1777909164400,0.096136,0.82716,0.384544,0.418237,0.26846,0.0545975,-2.94137,63.4356,0.386156
1777909164459,0.039284,0.877424,0.267424,0.0767635,-0.261466,0.113241,-2.2159,64.3649,-0.0802749
1777909164518,0.120048,0.753472,0.331352,-0.00448154,0.0839787,0.161499,-1.36672,65.1083,-0.46182
1777909164595,0.066124,0.856196,0.297192,0.0288106,0.272125,0.196013,-0.536175,65.6582,-0.708256
1777909164654,0.102724,0.829356,0.312076,-0.0576268,0.517998,0.33865,-0.000539665,66.3166,-1.0342
1777909164713,0.166164,0.772992,0.36844,-0.224088,0.420871,0.319713,0.422368,66.5577,-1.72336
1777909164773,0.16958,0.803492,0.332816,-0.22592,0.431866,0.12729,0.783095,66.8849,-1.88549
1777909164832,0.18056,0.759572,0.330132,-0.375582,0.455996,-0.0220661,1.08848,67.1131,-2.16919
1777909164909,0.128832,0.765184,0.371856,-0.540821,0.36406,-0.149431,1.17598,67.1613,-2.12735
1777909164970,0.15372,0.778848,0.512156,-0.607711,0.654527,-0.373619,0.887584,66.9199,-1.90068
1777909165029,0.060268,0.87352,0.561688,-0.683458,0.560148,-0.278324,0.505668,66.5979,-1.46455
1777909165089,0.0915,0.849364,0.61854,-0.707587,0.441335,-0.203799,-0.203066,66.1891,-0.821637
1777909165148,0.0183,0.851072,0.676124,-0.750043,0.318856,-0.067881,-0.854053,65.5821,-0.51171
1777909165177,0.107848,0.839604,0.694424,-0.732022,0.199127,0.0805593,-1.33004,64.8669,0.0918322
1777909165236,0.037332,0.782752,0.659288,-0.608627,0.0409127,-0.0532202,-1.73883,64.2275,0.664266
1777909165295,0.078568,0.751764,0.697352,-0.545097,0.165529,0.013975,-2.11067,63.5144,1.62621
1777909165354,0.034892,0.736148,0.726876,-0.431171,-0.244667,0.0326064,-2.47533,62.9159,2.46857
1777909165431,0.12078,0.696376,0.650992,-0.330989,0.241582,-0.255417,-2.57667,62.2467,3.47006
1777909165490,0.033916,0.693204,0.712968,-0.505086,0.210122,-0.241367,-2.65213,61.6106,4.14525
1777909165549,-0.00366,0.724192,0.777384,-0.518219,0.276401,-0.134465,-2.68451,60.8441,4.8478
1777909165609,0.039528,0.68686,0.737856,-0.6071,0.208595,-0.100562,-2.83921,60.2197,5.54984
1777909165686,0.050752,0.741516,0.80642,-0.573502,0.261741,0.101329,-3.14216,59.4793,6.12267
1777909165697,0.067588,0.69052,0.822036,-0.533185,0.17683,0.19418,-3.38453,58.8871,6.58094
1777909165706,0.075152,0.685884,0.821792,-0.527382,0.155755,0.0857516,-3.57843,58.4132,6.94755
1777909165768,0.082716,0.721996,0.900116,-0.40582,0.248912,0.119655,-3.79514,57.6982,7.52084
1777909165845,0.042944,0.745176,0.899628,-0.0787017,0.198821,-0.0663538,-3.83971,57.0478,7.94867
1777909165904,0.031232,0.7198,0.914268,0.224287,0.030528,-0.0602452,-3.87537,56.6394,8.30774
1777909165963,0.037088,0.711504,0.831308,0.380058,0.0430507,-0.0709353,-4.1615,56.2791,8.58659
1777909166025,0.046116,0.674172,0.823256,0.467717,-0.0913396,-0.173866,-4.144,56.3437,8.33367
1777909166102,0.091988,0.640744,0.76494,0.356845,-0.0614072,-0.243505,-4.2028,56.5186,8.34414
1777909166112,0.081496,0.657824,0.789096,0.456416,-0.0110108,-0.350712,-4.24984,56.6585,8.35251
1777909166121,0.077104,0.658312,0.788608,0.431065,-0.037278,-0.35682,-4.28747,56.8824,8.08761
1777909166129,0.07198,0.66124,0.780068,0.444504,-0.0827875,-0.354071,-4.33998,57.0615,7.87569
1777909166156,0.071736,0.665632,0.733708,0.437479,-0.150899,-0.343687,-4.38198,57.2048,7.70615
1777909166215,0.090768,0.636108,0.687836,0.284152,-0.153953,-0.558406,-4.41558,57.2746,7.68252
1777909166274,0.009272,0.691984,0.665632,0.259718,-0.168614,-0.503733,-4.51527,57.4649,7.54602
1777909166283,0.01586,0.685396,0.653432,0.174807,-0.223897,-0.402024,-4.91421,57.6171,7.43681
1777909166342,0.110044,0.639768,0.688324,-0.339541,-0.41296,-0.385836,-5.00937,57.6157,7.34385
1777909166368,0.116388,0.563396,0.725656,-0.16575,-0.298118,-0.577037,-5.0855,57.6146,7.26948
1777909166431,-0.005368,0.6649,0.570228,0.191606,-0.384555,-0.706541,-5.2024,57.6024,7.41718
1777909166490,0.045628,0.614392,0.643184,0.0944786,-0.22909,-0.623158,-5.29032,57.3968,7.50455
1777909166549,-0.055388,0.682224,0.594872,0.204434,-0.180831,-0.880943,-5.34945,57.025,7.58004
1777909166628,-0.055876,0.640256,0.69296,-0.0777854,0.0525192,-1.0358,-5.65996,56.7052,7.79443
1777909166688,-0.162504,0.664412,0.675636,-0.112605,-0.317665,-0.697989,-5.97557,55.923,7.78394
1777909166747,-0.2501,0.732244,0.711992,0.097533,-0.208931,-0.873612,-6.41846,55.4428,7.89596
1777909166806,-0.25254,0.657824,0.699548,-0.202707,-0.252913,-0.526335,-6.68877,54.7562,7.90716
1777909166883,-0.435784,0.711504,0.660752,-0.00936846,-0.173501,-0.285349,-6.83221,54.3638,7.95253
1777909166942,-0.408212,0.711016,0.705892,-0.0710659,0.192407,-0.178448,-7.00857,53.6522,8.24363
1777909167002,-0.367952,0.683444,0.672464,-0.157503,0.269682,0.251602,-7.17766,53.1446,8.3701
1777909167061,-0.334036,0.715164,0.702964,-0.0811451,0.514639,0.367361,-7.35773,52.7217,8.53568
1777909167120,-0.254492,0.677588,0.68564,-0.132763,0.532965,0.495642,-7.52978,52.4729,8.54774
1777909167197,-0.253516,0.72834,0.671976,-0.0206695,0.602603,0.673099,-7.88582,52.5147,8.605
1777909167256,-0.175192,0.69174,0.709796,-0.0927516,0.665522,0.721662,-8.14266,52.6882,8.0908
1777909167315,-0.142984,0.67954,0.70638,-0.11963,0.563813,0.73052,-8.40973,52.9894,7.86704
1777909167375,-0.105896,0.706136,0.687836,-0.104358,0.477681,0.641944,-8.69058,53.2751,7.68243
1777909167434,-0.070028,0.685884,0.70272,-0.0912244,0.553734,0.607736,-8.59607,53.6997,7.38634
1777909167511,-0.070028,0.682224,0.681004,-0.0979439,0.295338,0.665768,-8.72205,54.2745,7.11308
