timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1777910528560,-0.036112,1.00992,0.010492,-0.355524,0.320093,0.0335976,0.8484,13.8236,-1.2124
1777910528569,-0.035136,1.01162,0.00366,-0.434936,0.309709,0.0601702,1.52712,24.8825,-2.18232
1777910528578,0.0122,1.01992,0.034892,-0.536034,0.316123,0.0885755,2.0701,33.7296,-2.95826
1777910528604,-0.042212,1.01162,0.050752,-0.600786,0.36377,0.109956,2.50448,40.8073,-2.86221
1777910528666,0.036844,1.13972,0.081008,-0.217773,0.565967,-0.133169,2.77358,46.4078,-3.07096
1777910528725,0.02806,1.16168,0.188612,0.178984,0.662789,0.097433,2.90487,51.0339,-3.27997
1777910528785,0.06344,1.06677,0.133712,0.438296,0.409891,0.335365,2.94269,54.8019,-4.07718
1777910528844,0.113216,1.04554,0.18056,0.562607,0.209527,0.677144,3.34255,58.1019,-4.38174
1777910528921,0.166408,0.972584,0.055632,0.623083,-0.0833831,0.760222,3.79684,61.5315,-5.33939
1777910528980,0.29158,0.846924,-0.03782,0.443183,-0.522595,0.597121,4.79867,63.6984,-6.09991
1777910529039,0.2684,0.823744,-0.069296,0.0928515,-0.588874,0.528398,6.05374,65.4711,-7.14513
1777910529098,0.267424,0.820328,-0.050508,-0.0476475,-0.52565,0.241903,7.45539,67.1077,-7.88891
1777910529158,0.299144,0.858636,-0.03904,-0.146913,-0.600175,0.178067,8.84551,68.2154,-8.32712
1777910529235,0.184708,0.935496,-0.044652,0.0598648,-0.626137,-0.0351248,10.0472,69.2807,-8.8681
1777910529294,0.216672,0.850584,-0.02196,-0.00580322,-0.533896,-0.179594,11.087,70.0154,-9.30648
1777910529353,0.194224,0.83204,-0.05368,-0.0143553,-0.650266,-0.263588,11.8852,70.7375,-9.95118
1777910529413,0.173972,0.843996,-0.047092,0.00671952,-0.494495,-0.715629,12.5853,71.1416,-10.1169
1777910529490,0.09394,0.862296,-0.11468,-0.218995,-0.77641,-0.7028,12.6415,71.6217,-10.6276
1777910529499,0.042212,0.933544,-0.1037,-0.110261,-0.54031,-0.781907,12.6864,72.0057,-11.036
1777910529559,0.077592,0.848632,-0.101992,-0.116981,-0.42333,-0.642936,12.5207,72.3018,-11.2844
1777910529619,-0.015616,0.832284,-0.117852,-0.426078,-0.779159,-0.850019,12.3266,72.3874,-11.0912
1777910529679,-0.191296,0.825452,-0.138348,-0.724792,-0.495412,-1.06627,11.5889,72.4951,-10.5809
1777910529739,-0.056364,0.818132,0.040992,-0.878119,-0.26145,-1.13987,10.8419,72.3405,-9.62954
1777910529816,-0.192028,0.937448,0.085156,-0.319788,0.0671952,-1.23334,9.6563,71.92,-8.73123
1777910529875,-0.34526,0.85034,0.247172,-1.36559,-0.648128,-1.33291,8.41104,70.9844,-7.50858
