timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1777910753869,0.08296,0.925492,0.3294,0.0742201,0.182649,-0.0158825,3.8948,12.6812,1.1816
1777910753877,0.08052,0.933056,0.325252,0.067267,0.142342,-0.0108108,7.01064,22.8262,2.12688
1777910753886,0.082472,0.933788,0.257908,0.0620747,0.103246,-0.000731498,9.50331,30.9421,2.8831
1777910753912,0.090524,0.928176,0.293044,0.0493197,0.0705804,-0.0733916,11.4974,37.4349,3.48808
1777910753971,0.063684,0.916708,0.314516,-0.0752325,0.126451,0.0776912,13.3784,42.6179,3.82087
1777910754031,0.072956,0.902556,0.300852,-0.1058,0.153755,-0.0209115,14.7935,46.7699,3.98909
1777910754040,0.074176,0.899628,0.299632,-0.124126,0.159253,-0.0251876,15.9256,50.0916,4.12367
1777910754099,0.035136,0.893284,0.32208,-0.154974,0.181244,-0.0429027,16.8593,52.7656,4.34894
1777910754176,-0.046848,0.887672,0.295972,-0.129318,0.334877,-0.229522,17.6062,54.8321,4.46195
1777910754235,-0.040992,0.915732,0.328424,-0.25088,0.562424,-0.111014,17.823,56.4685,4.93876
1777910754294,-0.092232,0.971852,0.335012,-0.209341,0.71453,-0.219443,17.7332,57.716,5.40701
1777910754354,-0.082228,0.976732,0.383324,-0.241412,0.878241,-0.091161,17.3869,58.7476,5.68081
1777910754431,-0.106628,0.976976,0.43188,-0.0825869,1.06944,-0.0853578,16.6844,59.5729,6.00625
1777910754491,-0.1708,0.936228,0.351604,0.0212602,1.22552,-0.215472,15.5455,60.1267,6.2218
1777910754550,-0.212524,1.02065,0.329644,-0.170552,1.25423,0.194113,14.1304,60.5754,6.59024
1777910754611,-0.066856,1.04286,0.485804,-0.401153,1.34342,0.433572,12.5783,60.9903,6.68619
1777910754671,-0.016104,1.18316,0.545096,0.15168,1.2863,0.404862,11.0734,61.171,6.74335
