timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1777909977914,-0.002196,0.971364,-0.06832,-0.10568,0.131031,-0.0167988,1.0444,14.3836,-2.2036
1777909977977,0.021716,0.948916,-0.058072,-0.0774772,0.0681679,-0.0021021,1.87992,25.7001,-3.63328
1777909978038,-0.005368,0.976244,-0.012932,-0.191404,0.117037,-0.0680755,2.62114,34.8261,-5.07662
1777909978115,-0.036112,1.00186,-0.118096,-0.0912217,0.0464822,-0.141379,3.10771,42.0933,-6.7717
1777909978174,-0.076128,1.02407,-0.085888,-0.062511,0.0803852,-0.0384486,3.48017,48.0638,-7.36056
1777909978234,-0.138592,1.03846,-0.051972,-0.0133364,0.272197,-0.0112651,3.82293,52.8122,-7.87085
1777909978293,-0.186904,1.00138,-0.079544,0.0807369,0.355275,0.00461742,3.84515,56.6726,-8.30148
1777909978354,-0.160064,1.03139,-0.101504,0.135715,0.599926,0.0336335,4.12052,59.6377,-8.80278
1777909978431,-0.244976,1.02992,-0.157624,0.293318,0.985993,0.306996,4.12241,62.2785,-9.43623
1777909978490,0.007564,0.93452,-0.128344,0.0810423,1.02723,0.268511,4.06233,64.1952,-9.89818
1777909978550,0.033916,0.959652,-0.034404,-0.138564,1.27829,0.231554,4.15986,65.835,-10.5785
1777909978609,0.060268,0.959652,-0.095892,0.0147634,1.07243,0.077005,4.17629,67.1244,-11.2208
1777909978686,0.116388,0.94184,-0.04636,-0.120849,1.20102,0.134426,4.08303,68.7439,-11.8019
1777909978695,0.138104,0.948916,-0.045384,-0.166664,1.09839,0.124652,3.79563,69.4291,-12.2667
1777909978754,0.162992,0.88206,-0.016592,-0.302887,1.02264,0.389463,3.7001,69.9829,-12.9158
1777909978813,0.315248,0.92476,0.015372,-0.403679,1.03822,0.479565,3.62928,70.4483,-13.1382
1777909978873,0.371368,0.905728,0.097356,-0.500807,0.685142,0.400153,4.19422,71.1007,-13.0474
1777909978949,0.432856,0.9089,0.087108,-0.456825,0.299075,-0.168563,4.52298,71.3873,-13.1763
1777909979009,0.294996,0.978928,0.084424,-0.410093,0.0791635,-0.163981,4.30998,71.6951,-12.8762
1777909979068,0.24888,0.989908,0.088572,-0.299221,-0.0653061,-0.463916,4.26839,71.902,-12.6362
1777909979127,0.210572,0.938424,0.134932,-0.329154,-0.16671,-0.557989,4.10071,71.8716,-12.0997
1777909979186,0.223016,0.852292,0.127368,-0.364584,-0.234516,-0.457197,3.67537,71.6513,-11.6258
1777909979263,0.084424,0.88206,0.074908,-0.331292,-0.330727,-0.534471,3.16709,71.6094,-10.7874
