timestamp_ms,label,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1777910345749,C,0.114192,0.986248,0.122244,-0.0293215,0.122173,-0.0222966,2.0076,14.1484,-0.8316
1777910345809,C,0.121024,0.982344,0.10736,-0.0153153,0.112612,-0.0159159,3.63608,25.3887,-1.51368
1777910345868,C,0.138836,0.973804,0.111996,-0.0336764,0.0966055,-0.0129457,4.84926,34.3418,-2.06214
1777910345927,C,0.105896,0.980148,0.099796,-0.0295068,0.0994864,-0.00191733,5.90941,41.5938,-2.41692
1777910345986,C,0.187148,1.01309,0.104676,-0.0951748,0.120867,0.042065,6.86393,47.4627,-2.75673
1777910346063,C,0.242048,1.28393,0.170312,-0.0435567,0.298934,0.0509225,7.38114,51.9225,-3.23299
1777910346123,C,0.173484,1.14729,0.119316,0.504084,0.162711,0.286106,7.90131,55.7536,-3.32839
1777910346182,C,0.214232,1.04237,0.120048,0.322962,0.0457303,0.364296,8.39585,58.8185,-3.73231
1777910346242,C,0.274744,0.943792,0.065636,0.352284,-0.19831,0.637964,9.23948,61.4664,-4.34105
1777910346319,C,0.353556,0.86498,-0.045628,0.0972477,-0.298492,0.523121,10.2728,63.7135,-4.68244
1777910346328,C,0.37088,0.834724,-0.0061,0.121682,-0.276196,0.500214,11.0994,65.5112,-4.95555
1777910346337,C,0.375516,0.817644,-0.001464,0.111908,-0.258481,0.484637,11.7607,66.9102,-5.56324
1777910346345,C,0.373564,0.80276,0.01098,0.106411,-0.249623,0.468143,12.7042,68.0293,-6.04939
1777910346372,C,0.382104,0.78934,0.011956,0.105189,-0.266727,0.366129,13.459,68.9247,-6.43831
1777910346431,C,0.315248,0.75884,0.002196,-0.00904285,-0.602398,0.109871,14.2868,69.6969,-6.88945
1777910346440,C,0.301584,0.76738,0.00244,-0.0576066,-0.667455,0.0677213,15.0218,70.4604,-7.27556
1777910346499,C,0.293288,0.782508,0.122976,-0.279045,-1.0016,0.178288,16.0522,71.0543,-7.63485
1777910346559,C,0.32696,0.737856,-0.015372,0.334874,-0.8049,0.297101,17.1062,71.3838,-7.90268
1777910346636,C,0.32452,0.798612,-0.065392,-0.051498,-1.35957,0.0170195,18.2574,71.6811,-8.23174
1777910346696,C,0.206912,0.842776,0.007564,-0.085401,-0.830556,0.0200738,19.6207,71.762,-8.6434
1777910346755,C,0.271328,0.821304,-0.073932,0.186129,-0.690057,-0.155855,20.7226,71.8828,-9.10152
1777910346814,C,0.294264,0.799344,-0.047824,-0.0508871,-0.449376,-0.307961,21.5032,72.0467,-9.69761
1777910346893,C,0.102968,0.839116,-0.10248,0.114963,-0.239849,-0.982661,22.0942,72.2057,-10.2445
1777910346953,C,0.117852,0.85034,-0.1159,-0.456196,-0.649434,-1.39836,21.7662,72.3946,-10.5336
1777910347014,C,0.114192,0.829112,-0.072956,-0.851731,-0.628054,-1.34246,21.1789,72.7585,-10.7117
1777910347074,C,0.105408,0.879376,0.046604,-1.3224,-1.07857,-1.40569,20.1043,72.7808,-10.4033
1777910347134,C,-0.264252,0.866444,0.198616,-0.800113,-0.0550625,-2.11948,18.8919,72.4458,-9.68347
1777910347211,C,-0.354288,0.913292,0.234972,-1.72405,-1.22395,-1.33238,17.1099,72.0939,-7.83918
1777910347221,C,-0.386252,0.968192,0.199836,-1.5979,-1.34032,-1.35865,15.3483,71.3027,-6.36374
1777910347230,C,-0.394792,0.974048,0.124928,-1.49711,-1.23495,-1.35498,13.9391,70.6698,-5.18339
1777910347290,C,-0.601216,0.999912,0.200812,-0.293401,-0.00985848,-1.14546,12.5596,69.8386,-3.97871
1777910347350,C,-0.732732,1.00552,0.249124,-1.3618,-0.552918,-0.496107,11.0193,68.7089,-2.32617
1777910347428,C,-0.609024,1.06408,0.64294,-1.761,0.503268,-0.144249,9.80385,67.4187,-0.684937
1777910347488,C,-0.551928,0.825696,0.322324,-0.315697,0.769911,0.630939,8.83708,65.9106,0.87165
1777910347548,C,-0.304512,0.702232,0.426024,-1.57011,0.536866,0.227157,7.93486,64.6816,2.49772
1777910347608,C,-0.488,0.764696,0.455792,-0.880748,1.08664,-0.190064,6.88269,62.6569,4.19898
1777910347668,C,-0.4392,0.857172,0.47214,-1.11318,1.11138,-0.0544517,5.59295,60.7627,5.71398
1777910347728,C,-0.405528,0.83326,0.55022,-1.8786,0.431186,0.245483,4.18596,58.9674,7.09119
1777910347755,C,-0.500444,0.81496,0.620492,-1.36394,0.794346,0.279692,3.06037,56.8647,8.33295
1777910347815,C,-0.559004,0.832528,0.712724,-0.862727,1.12879,0.485248,1.7287,54.8298,9.32076
1777910347825,C,-0.571448,0.837652,0.78812,-0.885634,1.12849,0.591844,0.663357,53.2018,10.111
1777910347885,C,-0.558272,0.795684,0.718824,-0.58967,1.00906,1.20027,-0.379315,51.9499,10.5696
1777910347963,C,-0.446032,0.738832,0.743712,-0.335856,0.921711,1.39299,-1.59425,51.1667,10.7993
1777910348023,C,-0.334524,0.655628,0.69662,-0.11625,0.918351,1.40246,-2.8014,50.5905,10.9774
1777910348083,C,-0.228872,0.67588,0.712968,-0.0139298,0.592455,1.3707,-3.73912,50.5216,10.9575
1777910348143,C,-0.11834,0.615612,0.685152,0.229805,0.273278,1.05824,-4.1533,50.6625,10.8828
1777910348203,C,-0.068076,0.612928,0.587064,0.287838,0.281524,0.598258,-4.38384,51.212,10.6551
1777910348263,C,-0.082716,0.678808,0.558516,0.329071,0.230822,0.174623,-4.67467,52.0604,10.7221
1777910348341,C,-0.132736,0.777384,0.412604,0.254545,-0.302768,-0.117676,-4.69454,52.6271,10.5152
1777910348401,C,-0.1769,0.826184,0.480192,0.126264,-0.240155,-0.0718614,-4.58723,53.0693,10.0726
1777910348410,C,-0.179828,0.842776,0.464576,0.0718968,-0.352248,-0.0776646,-4.50138,53.423,9.75208
1777910348419,C,-0.189588,0.840336,0.459452,0.0291362,-0.431356,-0.0608658,-4.33191,53.9916,9.49566
1777910348497,C,-0.222772,0.867664,0.464576,0.103967,-0.47717,0.108344,-3.86033,54.4857,9.61253
1777910348560,C,-0.211304,0.840336,0.475312,0.210563,-0.0553679,-0.0996558,-3.14706,54.965,9.58842
1777910348620,C,-0.2318,0.860344,0.42578,0.502251,-0.251456,0.0460356,-2.60445,55.4548,9.27234
1777910348680,C,-0.159088,0.863516,0.459208,0.217894,0.150494,-0.00955314,-2.26556,55.897,8.93827
1777910348740,C,-0.160308,0.84912,0.41358,0.0739917,0.00952636,0.0176344,-1.94965,56.2788,8.81942
1777910348767,C,-0.145668,0.843752,0.430416,0.0361117,0.0315884,-0.0105899,-1.69692,56.5563,8.28473
