timestamp_ms,label,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1776080371650,A,0.01098,0.86254,0.436516,0.115759,-0.125533,-0.0897972,-5.6084,9.9204,0.1176
1776080371710,A,0.026108,0.854244,0.469212,-0.0465464,0.0831829,-0.0654652,-10.2463,17.6103,0.07728
1776080371770,A,-0.026352,0.847656,0.456036,0.117471,0.044393,-0.0584403,-13.8839,23.8463,0.045024
1776080371779,A,-0.026596,0.836676,0.448716,0.0806619,0.0184217,-0.0592599,-16.7939,28.835,0.0192192
1776080371806,A,-0.0122,0.834236,0.379908,0.0928792,-0.00845635,-0.20373,-19.1219,32.826,-0.0182246
1776080371866,A,-0.021472,0.8662,0.401136,-0.0305156,-0.0118161,-0.259929,-21.1355,35.9908,0.12542
1776080371926,A,-0.039284,0.86254,0.418948,-0.215302,0.257881,-0.320405,-22.7744,38.3602,0.145136
1776080371986,A,-0.050264,0.782996,0.419924,-0.247678,0.30675,-0.318572,-24.3263,40.239,0.272909
1776080372046,A,-0.092476,0.75762,0.540948,-0.465757,0.261241,-0.912639,-25.8423,41.4116,0.419927
1776080372055,A,-0.142252,0.787388,0.512156,-0.394591,0.265211,-0.930354,-27.055,42.3497,0.537542
1776080372132,A,-0.27938,1.14948,0.67588,-0.162157,0.227032,-0.951429,-28.4004,42.8201,0.530833
1776080372192,A,-0.344772,1.31931,0.721752,0.141748,-0.213402,-0.416005,-29.5943,42.6925,0.601067
1776080372252,A,-0.407724,1.24562,0.621712,0.815838,-0.439116,-0.224804,-30.7623,42.7528,0.408053
1776080372316,A,-0.272548,1.0148,0.593408,0.914798,-0.241501,0.408968,-31.579,43.0363,0.270443
1776080372393,A,-0.232044,0.81374,0.333792,1.17136,-0.385055,0.510983,-32.154,43.7726,0.151954
1776080372456,A,-0.223992,0.781532,0.358924,0.441072,-0.144068,1.05282,-31.9868,45.1345,-0.211637
1776080372516,A,-0.11224,0.768844,0.25376,0.580655,-0.566176,1.3048,-31.6066,46.6328,-0.471709
1776080372576,A,0.057584,0.74298,0.21716,0.781324,-0.0842036,0.876891,-30.7089,48.1506,-0.634968
1776080372585,A,0.017324,0.73688,0.199348,0.799039,-0.0655723,0.87292,-29.9907,49.3649,-1.48237
1776080372611,A,0.013664,0.745908,0.183976,0.70741,-0.137654,0.859787,-29.153,50.4819,-1.9867
