timestamp_ms,label,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1777910039404,-,-0.051484,1.04115,0.181048,-0.104153,0.191201,-0.013439,0.2828,13.5772,-0.2212
1777910039463,-,-0.044896,1.07067,0.180316,-0.0216857,0.187536,0.10232,0.65464,24.4334,-0.62216
1777910039523,-,-0.021716,1.07994,0.18422,-0.160047,0.0268781,0.454484,1.10331,33.0343,-1.11933
1777910039582,-,0.153476,1.06506,0.27206,-0.215635,-0.0870483,0.645685,1.61905,39.9486,-1.35746
1777910039609,-,0.165188,1.01455,0.201056,-0.00305433,-0.105374,0.555887,2.03164,45.5305,-1.39957
1777910039668,-,0.213256,0.99918,0.229604,0.10232,0.131336,0.680198,3.02811,49.9904,-1.56486
1777910039727,-,0.154696,0.92354,0.278404,0.0250455,-0.344223,0.538478,4.01569,53.7599,-1.65508
1777910039786,-,0.194224,0.885232,0.128588,0.223577,-0.322231,0.252287,5.10815,56.6131,-1.64607
1777910039863,-,0.162016,0.860344,0.139324,0.308487,-0.337808,0.207694,6.25652,58.9069,-1.84885
1777910039923,-,0.255712,0.817156,0.186904,0.257785,-0.39859,0.0671952,7.64562,61.0163,-2.09788
1777910039982,-,0.20252,0.856196,0.10248,0.291688,-0.476475,-0.441045,8.81289,62.8439,-2.75631
1777910040041,-,0.159088,0.866932,0.086132,0.191201,-0.397979,-0.411418,9.68511,64.1547,-3.13185
1777910040100,-,0.047336,0.925004,0.05368,0.114537,-0.510378,-0.520152,10.2989,65.4162,-3.62268
1777910040127,-,0.041724,0.912072,0.00854,0.0723875,-0.391565,-0.411112,10.7899,66.4309,-4.03494
1777910040186,-,0.03904,0.921588,0.021228,0.0418443,-0.506407,-0.542754,10.9811,67.3379,-4.67555
1777910040245,-,0.059292,0.938668,0.016592,-0.0277944,-0.114537,-0.489608,11.0949,67.8843,-4.98084
1777910040305,-,-0.0122,0.978928,0.01342,-0.104153,-0.333838,-0.701273,11.0067,68.3159,-5.20267
1777910040364,-,-0.0488,0.937448,0.086864,-0.0488692,-0.312152,-0.795652,10.729,68.5939,-5.36614
1777910040390,-,-0.111996,0.932568,0.01464,0.0928515,-0.488387,-0.999681,10.2604,68.8163,-5.49691
1777910040449,-,-0.131028,0.942816,0.0305,-0.286496,-0.240986,-0.560163,9.57751,68.8991,-5.43913
1777910040509,-,-0.280356,0.983076,-0.05246,0.135612,-0.181122,-1.1582,8.77361,68.9148,-5.2865
1777910040568,-,-0.257664,0.963312,0.024156,-0.0500909,0.233961,-0.633773,7.06648,68.9387,-5.1196
1777910040645,-,-0.387228,1.0209,0.035136,-0.255647,0.226936,-0.396452,5.81839,68.7729,-5.15688
1777910040706,-,-0.401624,1.11776,0.007564,-0.189368,0.800539,-0.393092,4.78071,68.4836,-5.04671
1777910040767,-,-0.363316,0.952088,0.11834,-0.353691,0.687529,0.295964,3.57537,68.2464,-5.02296
1777910040827,-,-0.276208,0.964532,0.080764,-0.257785,1.01068,0.265726,2.47669,68.0736,-4.96757
1777910040887,-,-0.2135,0.959896,0.068564,-0.317344,0.840856,0.273973,1.63696,67.9352,-5.22006
1777910040965,-,-0.3721,0.921588,0.038308,-0.433103,1.11849,0.274278,0.864364,68.0374,-5.13925
1777910041027,-,-0.159332,0.893284,0.065636,-0.750143,0.936151,0.383013,0.117491,67.7719,-4.8422
1777910041087,-,-0.07686,0.90402,0.11346,-0.842078,1.12155,0.340252,-0.356807,67.5875,-4.50096
1777910041147,-,-0.112972,0.908656,0.14396,-0.510989,1.45936,-0.0467312,-1.07225,67.3168,-4.19717
