timestamp_ms,label,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1777910915621,B,-0.058804,0.970388,0.250344,-0.0161879,0.145386,-0.0595594,2.4444,13.1516,0.476
1777910915681,B,-0.04392,0.883036,0.21838,-0.0601702,0.212887,-0.0507018,4.45032,23.7681,0.812
1777910915740,B,-0.061976,0.97112,0.236924,-0.0668897,0.139583,-0.0616974,6.03826,32.3845,1.2516
1777910915799,B,-0.059292,0.962336,0.228872,-0.0137445,0.14111,-0.149357,7.135,39.216,1.63688
1777910915876,B,-0.05734,1.00308,0.240828,0.056156,0.132432,-0.0663661,8.1916,44.6028,1.8219
1777910915935,B,-0.0854,1.0287,0.231556,0.0585155,0.116993,-0.126212,8.75688,48.929,2.25552
1777910915995,B,-0.091744,1.01284,0.204716,-0.119552,0.0446055,-0.222728,9.34351,52.4012,2.35322
1777910916054,B,-0.083936,1.00699,0.235948,0.194128,0.114244,0.0011539,9.7288,55.1958,2.47617
1777910916132,B,-0.061488,1.03578,0.1891,0.332183,0.00215041,-0.0935302,9.90264,57.577,2.27214
1777910916191,B,-0.090768,1.04456,0.181536,0.471155,0.0259742,-0.140261,10.1481,59.6052,2.19291
1777910916250,B,-0.116388,1.01114,0.17812,0.616235,0.158532,0.00268106,10.3165,61.3342,1.71793
1777910916309,B,-0.090036,1.02529,0.118096,0.629369,0.0262796,0.0112332,10.216,62.8797,1.04114
1777910916369,B,-0.122244,0.978196,0.059048,0.618679,-0.036945,0.278487,10.2644,64.2394,0.104915
1777910916446,B,-0.06466,0.955992,0.054412,0.502614,-0.0696263,0.326134,10.4039,65.6127,-1.15367
1777910916505,B,-0.051728,0.934764,-0.029524,0.367919,-0.00456911,0.559485,10.9299,66.7954,-2.51053
1777910916564,B,-0.0244,0.96868,0.01952,0.301945,-0.0619904,0.493511,11.6195,67.6799,-3.54283
1777910916624,B,0.032208,0.914268,-0.074176,0.476958,0.127378,0.293453,12.2776,68.5611,-4.81386
1777910916683,B,0.01098,0.962824,-0.08052,0.398462,-0.014343,0.278792,12.9609,69.2605,-6.05749
1777910916760,B,0.1098,0.977952,-0.12566,0.419537,0.176858,0.13585,13.6979,70.1056,-7.21199
1777910916819,B,0.058804,1.00943,-0.14274,0.527355,0.0198655,0.128519,14.3939,70.5409,-8.20839
1777910916879,B,0.07686,0.945012,-0.169092,0.458938,0.0464381,0.0906457,15.046,71.1635,-9.54311
1777910916938,B,0.098576,0.86132,-0.229604,0.374638,-0.0833707,0.16456,15.8924,71.5608,-10.9861
1777910917016,B,0.136152,0.781776,-0.26596,0.198404,-0.0351124,-0.0342763,16.3511,71.9234,-12.3337
1777910917076,B,0.081008,0.843752,-0.283528,-0.0160101,-0.122161,-0.108802,16.7965,72.32,-13.3949
1777910917136,B,0.046116,0.918904,-0.300364,-0.086565,-0.0158701,-0.196461,17.0632,72.57,-14.3112
1777910917196,B,0.024888,0.96136,-0.299144,-0.137663,0.0366487,-0.0397062,17.2821,72.7588,-14.9349
1777910917255,B,0.061244,1.027,-0.262056,-0.0411458,0.262363,-0.0149662,17.5245,72.8482,-15.1147
1777910917315,B,0.015372,1.01553,-0.263276,0.0400993,0.305735,0.0885755,17.6624,73.043,-15.4714
